Autor	Dimensión	Fecha	Número de catálogo	Procedencia	Serie	Soporte	Tipo de obra	Técnica	Título	URL	Lugar de producción
Seghers, Daniel	Alto: 39 cm.;Ancho: 70 cm.	Siglo XVII	P001911	Colección Real (¿Palacio Real, Madrid, secretaría de Estado, 1814-1818, nº 896?).		Tabla	Pintura	Óleo	Guirnalda de rosas	https://www.museodelprado.es/coleccion/obra-de-arte/guirnalda-de-rosas/5e5453ca-71cb-48e1-9b45-aa20a88c9803	
Anónimo	Alto: 63 cm.;Ancho: 48 cm.	Siglo XVII	P001913	Colección Real (colección príncipe de Asturias, Casita del Príncipe, El Escorial, h. 1791-1800, nº 79).		Tabla	Pintura	Óleo	Guirnalda con florecillas y setas y escena de brujería	https://www.museodelprado.es/coleccion/obra-de-arte/guirnalda-con-florecillas-y-setas-y-escena-de/cb1ee782-5f3c-4812-99b5-3507ebee8288	
Lisse, Dirck van der (Atribuido a)	Alto: 29 cm.;Ancho: 41 cm.	Siglo XVII	P001973	Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, sexta pieza que sirve de gabinete, 1745, [nº 141]; Quinta del duque del Arco, pieza de paso al gabinete, 1794, nº 284).		Lámina de cobre	Pintura	Óleo	Diana y sus ninfas sorprendidas en el baño por Acteón	https://www.museodelprado.es/coleccion/obra-de-arte/diana-y-sus-ninfas-sorprendidas-en-el-bao-por/a2bd1734-7f19-47ca-b0e3-78c0eeef2d34	
Anónimo	Alto: 53 cm.;Ancho: 39 cm.	Siglo XVII	P001976	Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, pieza sexta del gabinete, 1794, nº 135).		Lienzo	Pintura	Óleo	Samuel Flamenco (¿?)	https://www.museodelprado.es/coleccion/obra-de-arte/samuel-flamenco-/b4e91665-a04c-434a-96e0-e58f6de5aef7	
Anónimo	Alto: 43 cm.;Ancho: 71 cm.	Siglo XVII	P001988	Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, pieza donde se decía misa antiguamente, 1746, nº 182; La Granja, Casa de la Alhajas-otra pieza-pinturas con marco, 1766, nº 182; Palacio de Aranjuez, Madrid, gabinete contiguo a los retretes, 1794, nº 182; Palacio Real, Madrid, cuarto del infante don Francisco-segunda pieza, 1814-1818, nº 182).		Lienzo	Pintura	Óleo	Desembarco en un río con construcciones	https://www.museodelprado.es/coleccion/obra-de-arte/desembarco-en-un-rio-con-construcciones/aec3c38b-dfad-44e3-8646-17ea1da3cf3e	
Seghers, Daniel	Alto: 130 cm.;Ancho: 105 cm.	Siglo XVII	P001991	Colección Real (Palacio de Aranjuez, Madrid, pieza de gentileshombres, 1818, nº 116).		Lienzo	Pintura	Óleo	Guirnalda con Jesús y Santa Teresa	https://www.museodelprado.es/coleccion/obra-de-arte/guirnalda-con-jesus-y-santa-teresa/b2b97d3e-d5b0-40dd-a8c3-25112e8c7425	
Anónimo	Alto: 84 cm.;Ancho: 59 cm.	Siglo XVII	P001997	Colección Real (Palacio Real Nuevo, Madrid, retrete [1º], 1794, s.n.; Palacio Real, Madrid, retrete a la inglesa, 1814-1818, s.n.).		Tabla	Pintura	Óleo	Guirnalda con el Valor y la Abundancia	https://www.museodelprado.es/coleccion/obra-de-arte/guirnalda-con-el-valor-y-la-abundancia/2ab41982-6e97-4a08-9087-8f6559533c53	
Anónimo	Alto: 60 cm.;Ancho: 74 cm.	Siglo XVII	P002000	Colección Real (colección Felipe V, Furriera del Rey-Casas arzobispales, sala que linda con el guardajoyas, 1747, nº 453; Palacio del Buen Retiro, Madrid, despacho del rey, 1772, nº 453; Palacio Real Nuevo, Madrid, pieza amarilla a la izquierda, 1794, nº 293).		Lienzo	Pintura	Óleo	Vánitas: mesa revuelta, reloj, espejo, jarrones	https://www.museodelprado.es/coleccion/obra-de-arte/vanitas-mesa-revuelta-reloj-espejo-jarrones/45e8cd94-2058-4cbb-86a8-0e36e37d5c24	
Anónimo	Alto: 62 cm.;Ancho: 74 cm.	Siglo XVII	P002001	Colección Real (Real Alcázar, Madrid, 1734, nº 293; col. Felipe V, Furriera del Rey-Casas arzobispales, sala que linda con el guardajoyas, 1747, nº 452; Palacio del Buen Retiro, Madrid, despacho del rey, 1772, nº 293; Palacio Real Nuevo, Madrid, pieza amarilla a la izquierda, 1794, nº 293).		Lienzo sobre tabla	Pintura	Óleo	Mesa revuelta	https://www.museodelprado.es/coleccion/obra-de-arte/mesa-revuelta/e10b5a1a-5530-4d66-8521-9d507bc2fff7	
Anónimo	Alto: 118 cm.;Ancho: 113 cm.	Siglo XVII	P002005	Colección Real		Lienzo	Pintura	Óleo	Paisaje con un río y una figura	https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-un-rio-y-una-figura/b033d32e-7a1d-4ff4-b799-230b0d35e812	
Anónimo	Alto: 80 cm.;Ancho: 95 cm.	Siglo XVII	P002006	Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, 1746, nº 110; La Granja, pieza sexta, 1766, nº 110; Palacio de Aranjuez, Madrid, pieza de trucos, 1794, nº 110; Aranjuez, pieza de trucos, 1818, nº 110). Ingresó en el Museo en 1848.		Lienzo	Pintura	Óleo	Paisaje con la Sagrada Familia	https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-la-sagrada-familia/2f324c0b-331b-4e1c-a0a5-ca02941b317d	
Anónimo	Alto: 76 cm.;Ancho: 116 cm.	Siglo XVII	P002018	Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, pieza donde estuvo la escalera de mármol, 1746, nº 382; La Granja, segunda pieza de azulejos, 1766, nº 382; Palacio de Aranjuez, Madrid, pieza en que el rey duerme la siesta, 1794, nº 382). Ingresó en el Museo en 1848.		Lienzo	Pintura	Óleo	Descanso en la Huida a Egipto	https://www.museodelprado.es/coleccion/obra-de-arte/descanso-en-la-huida-a-egipto/5f5a4920-5e19-4c3f-9bf3-ff9bf827adc6	
Anónimo	Alto: 52 cm.;Ancho: 80 cm.	Siglo XVII	P002020	Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, cuarta pieza sala de invierno, 1745, [¿nº 76?]; Quinta del duque del Arco, pieza cuarta, 1794, nº 94).		Lienzo	Pintura	Óleo	Paisaje con carro de heno	https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-carro-de-heno/0d2de285-a26d-4bd5-ae09-5526469d6cbb	
Anónimo	Alto: 84 cm.;Ancho: 116 cm.	Siglo XVII	P002021	Colección Real (Quinta del duque del Arco, El Pardo-Madrid, pieza tercera, 1794, nº 62).		Lienzo	Pintura	Óleo	Paisaje con pastores y ganados	https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-pastores-y-ganados/839135d1-bc06-48d1-a075-29f4b728428e	
Snayers, Peter	Alto: 165 cm.;Ancho: 246 cm.	Siglo XVII	P002022	Colección I Marqués de Leganés, regalada a Felipe IV; Colección Real (Real Alcázar, Madrid, 1636; Palacio de El Pardo, Madrid, 1700).		Lienzo	Pintura	Óleo	Cazadores de ánades	https://www.museodelprado.es/coleccion/obra-de-arte/cazadores-de-anades/755a0cfa-80c1-4469-a2b7-875d09cf2fe2	
Stevens, Pieter II	Alto: 33 cm.;Ancho: 48 cm.	Siglo XVII	P002025	Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, decimotercera pieza de verano, 1745, [nº 414]; Quinta del duque del Arco, pieza duodécima, 1794, nº 374).		Tabla	Pintura	Óleo	Paisaje frondoso	https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-frondoso/2cacbb5f-31e8-4701-a3f3-4e99a4b589ba	
Anónimo	Alto: 86 cm.;Ancho: 116 cm.	Siglo XVII	P002027	Colección Real		Lienzo	Pintura	Óleo	Paisaje con cabaña y campesinos	https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-cabaa-y-campesinos/f0a1f404-087c-4f07-9f9a-808ad2ec3fb9	
Anónimo	Alto: 76,5 cm.;Ancho: 61,5 cm.	Siglo XVII	P002036	Colección Real		Lienzo	Pintura	Óleo	Perspectiva de edificio clásico	https://www.museodelprado.es/coleccion/obra-de-arte/perspectiva-de-edificio-clasico/0722930b-ab87-4436-ba00-c2496f41dd44	
Anónimo (Copia Rubens, Pedro Pablo)	Alto: 27 cm.;Ancho: 14 cm.	Siglo XVII	P002038	Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889.		Tabla	Pintura	Óleo	El gigante Polifemo	https://www.museodelprado.es/coleccion/obra-de-arte/el-gigante-polifemo/2dd5b0e9-b20e-4c19-98b0-7ea1a5773370	
Anónimo	Alto: 212 cm.;Ancho: 157 cm.	Siglo XVII	P002062	Colección Real (Palacio del Buen Retiro, Madrid, cuarto de las infantas, 1772, nº 565; Buen Retiro, 1794, nº 422; Palacio Real Nuevo, Madrid, secretaría de Estado, 1814-1818, nº 422).	Paisajes para el Palacio del Buen Retiro	Lienzo	Pintura	Óleo	El jardín Aldobrandini en Frascati	https://www.museodelprado.es/coleccion/obra-de-arte/el-jardin-aldobrandini-en-frascati/bdc629d4-6b08-4cb9-9830-668629cb5685	
Anónimo (Círculo de Both, Jan)	Alto: 82 cm.;Ancho: 102 cm.	Siglo XVII	P002067	Colección Real (adquirido por Isabel Farnesio, 1746-1759: Palacio de La Granja de San Ildefonso, Segovia, pieza de la tribuna, 1766, ¿nº 102?; Palacio de Aranjuez, Madrid, gabinete contiguo a los retretes, 1794, nº 10; Aranjuez, pieza de damas, 1818, nº 10).		Lienzo	Pintura	Óleo	Paisaje bañado por un río con jinete y un torreón	https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-baado-por-un-rio-con-jinete-y-un-torreon/1a3eab26-c159-4b00-a13b-1972f4bab87d	
Coosemans, Alexander	Alto: 49 cm.;Ancho: 40 cm.	Siglo XVII	P002072	Colección Real (colección príncipe de Asturias, Casita del Príncipe, El Escorial, h. 1791-1800, nº 412; Palacio de Aranjuez, Madrid, cuadros sin colocación, 1818, nº 412).		Tabla	Pintura	Óleo	Frutero	https://www.museodelprado.es/coleccion/obra-de-arte/frutero/e90a9e45-ff54-4194-952a-5a6afa349b8d	
Momper, Jan de	Alto: 91 cm.;Ancho: 134 cm.	Siglo XVII	P002077	Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, pieza donde se decía misa antiguamente, 1746, nº 747; La Granja, pieza tercera de azulejos, 1766, nº 747; Palacio de Aranjuez, Madrid, pieza de música, 1794, nº 747; Aranjuez, Consejo de Estado, 1818, nº 747)		Lienzo	Pintura	Óleo	Un muelle	https://www.museodelprado.es/coleccion/obra-de-arte/un-muelle/a3282c29-2c80-4546-9cd5-3fe48fb4d298	
Anónimo (Taller de Dou, Gerard)	Alto: 23 cm.;Ancho: 21 cm.	Siglo XVII	P002078	Colección Real (Palacio de La Granja de San Ildefonso, Segovia, pieza cuadrada inmediata al dormitorio, 1766, nº 450; La Granja, 1774, nº 450; Palacio Real, Madrid, pinturas almacenadas, 1814-1818, nº 417).		Tabla	Pintura	Óleo	Anciano con un libro	https://www.museodelprado.es/coleccion/obra-de-arte/anciano-con-un-libro/ccb42754-6767-41bc-9070-9a3d3608903e	
Heem, Jan Davidsz. de	Alto: 49 cm.;Ancho: 64 cm.	Siglo XVII	P002090	Colección Real		Tabla de madera de roble	Pintura	Óleo	Mesa	https://www.museodelprado.es/coleccion/obra-de-arte/mesa/4e1bd2f2-7e29-4d51-830c-70123d3fcbaf	
Lin, Herman van	Alto: 61 cm.;Ancho: 50 cm.	Siglo XVII	P002120	Colección Real (colección Felipe V, Palacio Real de La Granja de San Ildefonso, Segovia, 1727; col. Felipe V, La Granja, antecámara de la Reina, 1746, nº 324; La Granja, 1774, nº 324; Palacio Real de Aranjuez, Madrid, pieza de tocador, 1794, nº 324; Palacio Real, Madrid, primera pieza de la obra nueva, 1814-1818, nº 87).		Lienzo	Pintura	Óleo	Choque de caballería	https://www.museodelprado.es/coleccion/obra-de-arte/choque-de-caballeria/aba502b8-bd47-44cf-bacc-7752499eaf98	
Victoryns, Anthony (Copia Ostade, Adriaen van)	Alto: 23 cm.;Ancho: 32 cm.	Siglo XVII	P002124	Colección Real (adquisición de Carlos IV; Palacio de Aranjuez, Madrid, undécima pieza del cuarto del príncipe, 1818, nº 9).		Tabla	Pintura	Óleo	Alegoría de los Cinco Sentidos: la Vista	https://www.museodelprado.es/coleccion/obra-de-arte/alegoria-de-los-cinco-sentidos-la-vista/4c336ce0-334f-46c6-b174-3f160cc39e4a	
Victoryns, Anthony (Copia de Ostade, Adriaen van)	Alto: 23 cm.;Ancho: 32 cm.	Siglo XVII	P002125	Colección Real (adquisición de Carlos IV; Palacio de Aranjuez, Madrid, undécima pieza del cuarto del príncipe, 1818, nº 9).		Tabla	Pintura	Óleo	Alegoría de los Cinco Sentidos: el Oído	https://www.museodelprado.es/coleccion/obra-de-arte/alegoria-de-los-cinco-sentidos-el-oido/751680cb-87b3-4a89-b987-4342dba9855a	
Anónimo	Alto: 95 cm.;Ancho: 72 cm.	Siglo XVII	P002133	Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, novena pieza que es salón, 1745, [¿nº 268?]; Quinta del duque del Arco, pieza octava de salón, 1794, nº 230).		Lienzo	Pintura	Óleo	La moza del barril	https://www.museodelprado.es/coleccion/obra-de-arte/la-moza-del-barril/8ef5daeb-8e29-49c0-b11e-5c3b8b61da42	
Anónimo (Taller de Rembrandt Harmensz. van Rijn)	Alto: 77 cm.;Ancho: 63 cm.	Siglo XVII	P002134	Colección Real		Lienzo	Pintura	Óleo	Retrato de señora	https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-seora/fb804247-87bf-4587-b906-e4050251a4fd	
Anónimo	Alto: 37 cm.;Ancho: 32 cm.	Siglo XVII	P002161	Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, séptima pieza, 1745, [nº 232]; Quinta del duque del Arco, pieza sexta del gabinete, 1794, nº 141).		Lienzo	Pintura	Óleo	Barco en una borrasca	https://www.museodelprado.es/coleccion/obra-de-arte/barco-en-una-borrasca/5b38979c-b098-43dc-9a99-5746b8ac86c8	
Anónimo	Alto: 65 cm.;Ancho: 49 cm.	Siglo XVII	P002162	Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, cuarta pieza sala de invierno, 1745, [nº 70]; Quinta del duque del Arco, pieza quarta, 1794, nº 90).		Lienzo	Pintura	Óleo	Joven violinista	https://www.museodelprado.es/coleccion/obra-de-arte/joven-violinista/8117e848-4edc-46c3-9383-cc017eabe99b	
Huynen, Cornelius van	Alto: 80 cm.;Ancho: 68 cm.	Siglo XVII	P002165	Colección Real (Colección Isabel Farnesio, Palacio Real de La Granja de San Ildefonso, Segovia, 1746, nº 1097; La Granja, Casa de Alhajas, 1766, nº 1097; La Granja, 1794, nº 1097).		Lienzo	Pintura	Óleo	Guirnalda de flores y frutas con la Piedad	https://www.museodelprado.es/coleccion/obra-de-arte/guirnalda-de-flores-y-frutas-con-la-piedad/96316eb7-4a38-461a-a488-c6bf3ba8b901	
Huynen, Cornelius van	Alto: 81 cm.;Ancho: 61 cm.	Siglo XVII	P002166	Colección Real (colección Isabel Farnesio, Palacio Real de La Granja de San Ildefonso, Segovia, 1746, nº 1096; La Granja, Casa de Alhajas, 1766, nº 1096; La Granja, 1794, nº 1096; ¿Palacio Real, Madrid, dormitorio de príncipes-pieza novena, 1814-1818, s.n.?).		Lienzo	Pintura	Óleo	Guirnalda de frutas con la Sagrada Familia	https://www.museodelprado.es/coleccion/obra-de-arte/guirnalda-de-frutas-con-la-sagrada-familia/e41a59b5-af0b-4625-bae7-65e3ec928972	
Anónimo	Alto: 37 cm.;Ancho: 70 cm.	Siglo XVII	P002168	Colección Real (Palacio Real, Madrid, sexta pieza de librería, 1814-1818, nº 235).		Tabla	Pintura	Óleo	Paisaje con río helado y patinadores	https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-rio-helado-y-patinadores/7aa1529f-edfc-43f2-aea1-3385b0b713ae	
Flémalle, Bertholet	Alto: 145 cm.;Ancho: 185 cm.	Siglo XVII	P002239	Colección Real (Palacio Real, Madrid, cuarto del mayordomo mayor, 1814-1818, s.n.).		Lienzo	Pintura	Óleo	La Virgen y Santa Ana	https://www.museodelprado.es/coleccion/obra-de-arte/la-virgen-y-santa-ana/87c89029-0d06-482a-a056-f2178770b040	
Courtois, Jacques	Alto: 96 cm.;Ancho: 152 cm.	Siglo XVII	P002242	Colección Real (Palacio Real, Madrid, secretaría de Hacienda, 1814-1818, nº 211).		Lienzo	Pintura	Óleo	Batalla entre cristianos y musulmanes	https://www.museodelprado.es/coleccion/obra-de-arte/batalla-entre-cristianos-y-musulmanes/b94e95e2-d22a-464a-97df-d9f97832dd6f	
Courtois, Jacques (Seguidor de)	Alto: 47 cm.;Ancho: 83 cm.	Siglo XVII	P002245	Colección Real		Lienzo	Pintura	Óleo	Choque de caballería	https://www.museodelprado.es/coleccion/obra-de-arte/choque-de-caballeria/fc4918d5-bd9f-4a28-8db3-4f98a93e740c	
Decker, Cornelis Gerritsz.	Alto: 49 cm.;Ancho: 63 cm.	Siglo XVII	P002248	Colección Real		Lienzo	Pintura	Óleo	Paisaje con pastores	https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-pastores/47913b1f-f686-4d05-84c7-95eb9d350341	
Finoglia, Paolo Domenico	Alto: 235 cm.;Ancho: 356 cm.	Siglo XVII	P002280	Colección Real (Palacio del Buen Retiro, Madrid).	Historia de Roma Antigua, Palacio del Buen Retiro	Lienzo	Pintura	Óleo	Masinisa llorando la muerte de Sofonisba (?)	https://www.museodelprado.es/coleccion/obra-de-arte/masinisa-llorando-la-muerte-de-sofonisba-/0b1b630a-06a4-4617-acda-05531c1a6137	
Lione, Andrea di	Alto: 100 cm.;Ancho: 127 cm.	Siglo XVII	P002314	Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, salón donde comían sus Majestades, 1746, nº 762; La Granja, cuarta pieza de azulejos, 1766, nº 762; La Granja, 1794, nº 762; La Granja, 1814-1818, nº 762).		Lienzo	Pintura	Óleo	Noé después del Diluvio	https://www.museodelprado.es/coleccion/obra-de-arte/noe-despues-del-diluvio/a8fa2de2-6b4c-4b51-ba3a-7330fa050937	
Lanfranco, Giovanni di Stefano (Taller de)	Alto: 182 cm.;Ancho: 235 cm.	Siglo XVII	P002315	Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 12; Palacio Real, Madrid, secretaría de Estado, 1814-1818, nº 12).	Historia de Roma Antigua, Palacio del Buen Retiro	Lienzo	Pintura	Óleo	Lucha de gladiadores	https://www.museodelprado.es/coleccion/obra-de-arte/lucha-de-gladiadores/8f058bfb-070c-4843-8f7c-fd71fb4c0329	
Lemaire, Jean	Alto: 92 cm.;Ancho: 110 cm.	Siglo XVII	P002323	Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 1159).		Lienzo	Pintura	Óleo	Ruinas	https://www.museodelprado.es/coleccion/obra-de-arte/ruinas/f6729f93-2099-4662-919d-db4c2832b1b3	
Anónimo	Alto: 156 cm.;Ancho: 243 cm.	Siglo XVII	P002361	Colección Real (incautada al conde de Paredes de Nava, 1713; Real Alcázar, Madrid, 1713-1734, galería del cierzo; Furriera del rey-Casas arzobispales, Madrid, pieza que linda con el guardajoyas, 1747, nº 563; Palacio del Buen Retiro, Madrid, pieza antesalón, 1772, nº 365; Palacio Real Nuevo, Madrid, pieza encarnada a la derecha, 1794, 563[1]; Palacio Real, Madrid, dormitorio de príncipes-pieza primera, 1814-1818, nº 563).		Lienzo	Pintura	Óleo	Jacob y Raquel	https://www.museodelprado.es/coleccion/obra-de-arte/jacob-y-raquel/b6543d17-1e0b-4958-bf3e-b0cde7cb6e09	
Anónimo	Alto: 38 cm.;Ancho: 25 cm.	Siglo XVII	P002362	Colección Real		Lámina de cobre	Pintura	Óleo	El Prendimiento de Cristo	https://www.museodelprado.es/coleccion/obra-de-arte/el-prendimiento-de-cristo/899ba79c-a6bb-4439-8a7d-3ad4f8f92391	
Anónimo	Alto: 104 cm.;Ancho: 83 cm.	Siglo XVII	P002363	Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, pieza donde se dice misa, 1746, nº 634; La Granja, piezas del despacho, 1766, nº 634; Palacio de Aranjuez, Madrid, pieza de escuela de las señoras infantas, 1794, nº 634; Aranjuez, pieza de vestir la reina, 1818, nº 634).		Tabla	Pintura	Óleo	El Salvador	https://www.museodelprado.es/coleccion/obra-de-arte/el-salvador/2de05fe5-9405-46ba-bb4c-38df65123e06	
Anónimo (Copia Rubens, Pedro Pablo)	Alto: 112 cm.;Ancho: 92 cm.	Siglo XVII	P002405	Colección Real (Palacio Real Nuevo, Madrid, Furriera-puerta última que da al patio, 1747, nº 580; Palacio del Buen Retiro, Madrid, cuarto del infante don Luis-pinturas apeadas, 1772, nº 580; Buen Retiro, 1794, nº 40).		Lienzo	Pintura	Óleo	Leonor de Medici, duquesa de Mantua	https://www.museodelprado.es/coleccion/obra-de-arte/leonor-de-medici-duquesa-de-mantua/74d8c2e4-6ef9-4806-8edc-6597d82e430f	
Anónimo	Alto: 80 cm.;Ancho: 64 cm.	Siglo XVII	P002418	Colección Real (Real Alcázar, Madrid, 1734, ¿nº 525?; Furriera del rey-Casas arzobispales, Madrid, salón principal, 1747, ¿nº 285?; Palacio del Buen Retiro, Madrid, galería del mediodía, 1772, nº 285; Buen Retiro, 1794, nº 919).		Lienzo	Pintura	Óleo	Joven príncipe del tiempo de Luis XIV	https://www.museodelprado.es/coleccion/obra-de-arte/joven-principe-del-tiempo-de-luis-xiv/72763ab0-9c0e-480e-8f1c-4a81b10c360c	
Orrente, Pedro de	Alto: 100 cm.;Ancho: 140 cm.	Siglo XVII	P002421	Colección Real (¿Palacio del Buen Retiro, Madrid, 1701, s.n.?; Buen Retiro, 1794, nº 196).		Lienzo	Pintura	Óleo	Parábola de la cizaña	https://www.museodelprado.es/coleccion/obra-de-arte/parabola-de-la-cizaa/c1ff1bb6-1205-4ae8-a428-7e6bdbe05d6a	
Anónimo	Alto: 168 cm.;Ancho: 51 cm.	Siglo XVII	P002431	Colección Real		Lienzo	Pintura	Óleo	Paisaje con la Magdalena orando	https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-la-magdalena-orando/ded7da34-8b58-4ea1-a208-29cd8c03c0dd	
Anónimo	Alto: 168 cm.;Ancho: 51 cm.	Siglo XVII	P002432	Colección Real		Lienzo	Pintura	Óleo	Paisaje con San Juan Bautista	https://www.museodelprado.es/coleccion/obra-de-arte/paisaje-con-san-juan-bautista/f24aa85f-1c5b-4e1d-981f-b30824ebbe7c	
Anónimo	Alto: 68 cm.;Ancho: 56 cm.	Siglo XVII	P002435	Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 1283).		Lienzo	Pintura	Óleo	María de Medici	https://www.museodelprado.es/coleccion/obra-de-arte/maria-de-medici/9fa0ab9c-53bd-4e13-b8f5-e62dc87c304b	
Anónimo (Copia Rubens, Pedro Pablo)	Alto: 18 cm.;Ancho: 13,5 cm.	Siglo XVII	P002460	Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889.		Tabla	Pintura	Óleo	El rapto de Deyanira	https://www.museodelprado.es/coleccion/obra-de-arte/el-rapto-de-deyanira/e179e972-f2b0-46fd-aa12-f7431959fcbe	
Anónimo	Alto: 35 cm.;Ancho: 26 cm.	Siglo XVII	P002469	Legado Fernando de los Villares Amor, 1926		Tabla	Pintura	Óleo	Ana de Austria, reina de Francia	https://www.museodelprado.es/coleccion/obra-de-arte/ana-de-austria-reina-de-francia/df4c10db-d83d-475c-9e2f-9df4ae3ec834	
Anónimo	Alto: 168 cm.;Ancho: 85 cm.	Siglo XVII	P002505	Adquisición, 1930		Lienzo	Pintura	Óleo	Un hijo de Francisco Ramos del Manzano	https://www.museodelprado.es/coleccion/obra-de-arte/un-hijo-de-francisco-ramos-del-manzano/41daefac-6641-49b3-bf68-8b2e70e6c5f3	
Sevilla y Romero, Juan de	Alto: 110 cm.;Ancho: 160 cm.	Siglo XVII	P002509	Adquirido por el Patronato del Tesoro Artístico a Rafael Latorre en 1928, con destino al Museo del Prado		Lienzo	Pintura	Óleo	El rico epulón y el pobre Lázaro	https://www.museodelprado.es/coleccion/obra-de-arte/el-rico-epulon-y-el-pobre-lazaro/7b70e2e6-9abc-4acd-92d1-e27ece35ecc1	
Anónimo	Alto: 34 cm.;Ancho: 24 cm.	Siglo XVII	P002529	León Adolfo Laffitte Maurin (1809-1876); por herencia a Xavier Laffitte y Charlesteguy; donado por éste al Museo del Prado, 1930	Colección León Adolfo Laffitte	Tabla	Pintura	Óleo	Cristo en la Cruz	https://www.museodelprado.es/coleccion/obra-de-arte/cristo-en-la-cruz/f0aa4f9e-51ca-4366-b704-0685b17d98b3	
Van Dyck, Antonio (Copia)	Alto: 127 cm.;Ancho: 108 cm.	Siglo XVII	P002556	Legado de Daniel Carballo Prat, conde de la Pradère, 1933		Lienzo	Pintura	Óleo	Santa Rosalía de Palermo	https://www.museodelprado.es/coleccion/obra-de-arte/santa-rosalia-de-palermo/db03edd0-7b0b-44cc-a48c-c14d03a3d83c	
Anónimo (Copia de Van Dyck, Antonio)	Alto: 109 cm.;Ancho: 90 cm.	Siglo XVII	P002569	León Adolfo Laffitte Maurin (1809-1876); por herencia a Xavier Laffitte y Charlesteguy; donado por éste al Museo del Prado, 1930	Colección León Adolfo Laffitte	Lienzo	Pintura	Óleo	La infanta Isabel Clara Eugenia	https://www.museodelprado.es/coleccion/obra-de-arte/la-infanta-isabel-clara-eugenia/f8b02a14-a85e-42a1-a70c-2f2e8b6e37b1	
Anónimo	Alto: 36 cm.;Ancho: 31 cm.	Siglo XVII	P002585	Legado Virginia Woodbury Lowery, duquesa de Arcos, 1935.		Lienzo	Pintura	Óleo	Cabeza femenina	https://www.museodelprado.es/coleccion/obra-de-arte/cabeza-femenina/6a30cfb2-4ae7-47ec-bd00-37198d636858	
Rizi, Fray Juan Andrés	Alto: 185 cm.;Ancho: 216 cm.	Siglo XVII	P002600	Monasterio de San Martín, de monjes benedictinos, Madrid; Museo de la Trinidad.	Escenas de la vida de san Benito del claustro de San Martín, Madrid	Lienzo	Pintura	Óleo	La cena de San Benito	https://www.museodelprado.es/coleccion/obra-de-arte/la-cena-de-san-benito/3d0fa07f-c4a0-4387-abb6-d6fbc2517a6c	
Fos, Urbano	Alto: 113 cm.;Ancho: 90 cm.	Siglo XVII	P002629	Colección Real (adquirido por Carlos IV en Valencia, 1802; pasó al Palacio de Aranjuez; Aranjuez, Palacio Real, Oratorio pequeño del Rey, 1818, s/n).		Lienzo	Pintura	Óleo	San Vicente Ferrer	https://www.museodelprado.es/coleccion/obra-de-arte/san-vicente-ferrer/dd135724-7b77-40c5-ab98-3d6bce1296e2	
Juncosa, Fray Joaquín (Atribuido a)	Alto: 170 cm.;Ancho: 124 cm.	Siglo XVII	P002652	Legado Pablo Bosch y Barrau, 1916		Lienzo	Pintura	Óleo	Santa Elena y su hija	https://www.museodelprado.es/coleccion/obra-de-arte/santa-elena-y-su-hija/340eaf52-2251-4421-a71e-d15a543a1f06	
Murillo, Bartolomé Esteban (Discípulo de)	Alto: 49 cm.;Ancho: 41 cm.	Siglo XVII	P002657	Legado Pablo Bosch y Barrau, 1916		Lienzo	Pintura	Óleo	Retrato de caballero	https://www.museodelprado.es/coleccion/obra-de-arte/retrato-de-caballero/142e2ab4-1381-4aff-bb7b-c524b90a34ee	
